"VNRO","PKOKO"
"017419",30
"017434",20
"017436",5
"017453",100
"017464",30
"017466",112
"017471",30
"017480",100
"017486",28
"017525",14
"017529",100
"017541",100
"017585",7
"017606",30
"017610",28
"017614",30
"017617",100
"017621",100
"017623",98
"017625",100
"017628",10
"017633",10
"017634",28
"017635",100
"017636",250
"017637",30
"017645",100
"017646",28
"017648",98
"017650",100
"017656",100
"017668",4
"017673",28
"017679",1
"017681",98
"017699",14
"017700",10
"017701",6
"017712",7
"017715",28
"017739",98
"017745",28
"017749",30
"017762",28
"017763",84
"017766",30
"017773",28
"017787",28
"017789",9
"017806",98
"017809",84
"017830",30
"017846",100
"017860",30
"017869",30
"017876",100
"017959",100
"017962",2
"017981",100
"017982",56
"017987",30
"017998",100
"018001",28
"018003",30
"018018",56
"018026",100
"018044",30
"018048",100
"018051",14
"018069",28
"018127",100
"018137",30
"018152",100
"018170",30
"018192",98
"018211",4
"018212",100
"018224",30
"018242",60
"018256",100
"018259",300
"018283",30
"018285",150
"018311",28
"018313",30
"018348",200
"018354",8
"018362",100
"018365",24
"018407",20
"018412",60
"018420",100
"018431",100
"018436",60
"018442",100
"018446",28
"018476",100
"018482",100
"018485",10
"018486",60
"018490",30
"018501",30
"018502",98
"018512",98
"018513",10
"018520",2
"018532",180
"018534",98
"018560",100
"018561",98
"018568",100
"018575",30
"018576",28
"018579",28
"018584",30
"018586",28
"018590",100
"018592",30
"018594",30
"018595",100
"018597",30
"018601",30
"018604",100
"018605",5
"018608",100
"018612",100
"018618",1
"018622",30
"018623",30
"018634",100
"018637",100
"018641",98
"018643",100
"018645",30
"018652",28
"018656",100
"018659",98
"018664",100
"018665",30
"018667",28
"018670",14
"018671",30
"018676",98
"018677",90
"018685",30
"018694",90
"018702",100
"018704",14
"018707",30
"018708",100
"018711",100
"018718",3
"018720",50
"018722",10
"018725",20
"018726",20
"018729",100
"018731",100
"018735",30
"018757",100
"018759",51
"018768",100
"018779",28
"018782",6
"018787",12
"018793",12
"018798",18
"018809",2
"018831",18
"018835",2
"018847",14
"018858",98
"018860",100
"018873",98
"018884",98
"018895",78
"018904",30
"018906",14
"018919",30
"018920",6
"018926",30
"018955",14
"018963",30
"018977",200
"018988",120
"018990",100
"018995",5
"018997",10
"018998",30
"018999",10
"019002",30
"019008",1
"019012",100
"019038",100
"019039",24
"019042",6
"019044",30
"019049",30
"019053",100
"019066",10
"019073",100
"019078",30
"019086",100
"019088",10
"019089",100
"019090",28
"019094",5
"019096",30
"019098",400
"019099",10
"019100",20
"019104",98
"019105",100
"019106",60
"019108",5
"019112",10
"019113",28
"019114",30
"019115",14
"019116",30
"019121",10
"019122",100
"019123",98
"019124",56
"019127",100
"019132",10
"019134",7
"019141",10
"019150",200
"019167",5
"019173",100
"019175",98
"019179",200
"019188",10
"019189",200
"019194",28
"019196",100
"019199",30
"019200",200
"019214",100
"019221",50
"019222",100
"019225",100
"019232",20
"019233",100
"019234",100
"019235",2
"019238",30
"019239",100
"019240",250
"019241",120
"019246",30
"019256",30
"019257",30
"019258",100
"019262",10
"019266",30
"019279",20
"019280",10
"019282",10
"019287",100
"019288",30
"019291",10
"019293",1
"019298",10
"019302",100
"019305",30
"019306",2
"019312",20
"019313",100
"019318",100
"019324",10
"019335",30
"019338",500
"019339",96
"019340",20
"019346",100
"019348",40
"019359",100
"019361",30
"019370",20
"019375",10
"019381",32
"019392",100
"019411",60
"019414",30
"019421",56
"019424",180
"019433",28
"019435",1
"019440",1
"019445",4
"019461",56
"019467",10
"019469",56
"019487",30
"019488",12
"019491",140
"019492",56
"019493",30
"019494",30
"019499",6
"019504",100
"019515",100
"019516",6
"019529",18
"019533",30
"019536",20
"019540",100
"019543",24
"019544",100
"019548",30
"019549",20
"019559",7
"019560",98
"019562",20
"019565",100
"019571",8
"019577",30
"019579",100
"019581",98
"019582",100
"019586",30
"019588",100
"019592",20
"019593",28
"019594",1
"019615",28
"019616",1
"019621",100
"019630",30
"019635",30
"019646",60
"019655",28
"019659",96
"019666",98
"019669",100
"019672",96
"019679",30
"019682",100
"019686",100
"019691",100
"019692",4
"019693",100
"019697",30
"019709",100
"019711",1
"019712",30
"019718",15
"019720",48
"019731",100
"019758",15
"019760",1
"019777",10
"019781",16
"019782",96
"019793",96
"019797",1
"019800",7
"019803",2
"019808",2
"019811",28
"019814",15
"019819",5
"019822",7
"019823",60
"019833",28
"019834",60
"019847",7
"019848",30
"019849",7
"019852",6
"019857",28
"019864",28
"019865",7
"019867",4
"019868",7
"019874",180
"019875",1
"019876",28
"019878",6
"019880",4
"019882",28
"019887",100
"019891",12
"019898",300
"019900",100
"019901",10
"019903",100
"019904",28
"019919",28
"019920",28
"019931",12
"019943",30
"019945",30
"019965",30
"019987",30
"020027",12
"020035",20
"020044",98
"020047",28
"020053",6
"020058",30
"020062",3
"020082",100
"020093",30
"020094",4
"020102",98
"020104",100
"020106",5
"020107",100
"020110",15
"020111",28
"020115",98
"020117",30
"020121",20
"020126",100
"020128",12
"020135",28
"020137",30
"020140",50
"020142",28
"020144",100
"020148",100
"020151",50
"020152",3
"020153",1
"020156",100
"020159",30
"020166",2
"020170",100
"020172",30
"020181",30
"020192",100
"020194",7
"020196",4
"020205",30
"020214",4
"020217",50
"020222",5
"020228",100
"020233",60
"020238",30
"020273",21
"020277",7
"020282",100
"020296",7
"020304",28
"020305",100
"020321",5
"020333",180
"020338",90
"020354",30
"020355",1
"020361",98
"020363",100
"020370",100
"020381",20
"020383",10
"020392",50
"020398",28
"020404",98
"020420",56
"020421",28
"020427",1
"020428",63
"020431",100
"020432",100
"020433",50
"020435",30
"020440",100
"020442",30
"020444",30
"020454",100
"020456",28
"020457",100
"020464",30
"020471",5
"020480",30
"020482",98
"020488",50
"020491",30
"020499",100
"020511",30
"020512",200
"020532",200
"020533",84
"020535",100
"020552",30
"020578",100
"020586",100
"020605",96
"020624",30
"020628",28
"020632",5
"020646",30
"020662",4
"020685",100
"020687",5
"020695",30
"020700",4
"020725",10
"020737",20
"020752",50
"020759",100
"020765",100
"020789",30
"020791",100
"020792",24
"020794",10
"020802",100
"020805",30
"020807",60
"020810",20
"020811",30
"020813",30
"020814",30
"020818",30
"020821",10
"020822",100
"020825",100
"020826",28
"020833",20
"020839",10
"020847",100
"020856",20
"020859",42
"020860",100
"020878",100
"020882",10
"020886",10
"020897",20
"020900",30
"020903",28
"020905",30
"020911",100
"020912",20
"020915",10
"020916",100
"020918",30
"020921",20
"020922",30
"020925",100
"020928",12
"020939",14
"020940",90
"020943",10
"020949",5
"020953",10
"020958",24
"020966",30
"020973",100
"020974",28
"020975",100
"020977",30
"020979",100
"020990",100
"020992",30
"021017",100
"021028",100
"021030",24
"021033",90
"021034",30
"021042",100
"021045",30
"021048",28
"021053",60
"021058",30
"021064",100
"021067",42
"021069",100
"021080",30
"021083",98
"021097",50
"021099",100
"021105",250
"021110",14
"021122",28
"021127",100
"021132",98
"021140",98
"021144",28
"021145",30
"021154",100
"021155",28
"021158",28
"021165",100
"021166",30
"021168",28
"021176",100
"021179",98
"021192",98
"021196",100
"021238",100
"021256",12
"021262",1000
"021280",10
"021288",30
"021297",100
"021309",10
"021327",30
"021332",30
"021338",100
"021343",100
"021345",98
"021349",30
"021392",5
"021394",14
"021402",28
"021403",10
"021404",30
"021415",100
"021425",10
"021432",10
"021453",10
"021465",250
"021467",10
"021469",98
"021474",20
"021475",100
"021477",20
"021478",30
"021489",100
"021493",15
"021503",90
"021504",15
"021508",28
"021514",20
"021523",10
"021550",30
"021568",28
"021589",250
"021591",20
"021617",90
"021626",12.5
"021627",20
"021659",4
"021667",56
"021683",100
"021687",100
"021692",60
"021709",5
"021718",28
"021721",28
"021734",90
"021742",14
"021746",56
"021751",2
"021755",60
"021756",5
"021757",98
"021766",20
"021789",30
"021796",20
"021800",100
"021820",1
"021824",12.5
"021830",100
"021849",12.5
"021853",30
"021855",100
"021861",100
"021866",30
"021867",30
"021874",56
"021877",100
"021884",14
"021885",98
"021888",30
"021898",100
"021899",100
"021906",14
"021908",30
"021910",30
"021912",14
"021913",120
"021914",14
"021918",98
"021919",30
"021921",100
"021925",28
"021928",60
"021929",98
"021934",56
"021939",100
"021940",28
"021945",30
"021946",28
"021961",100
"021967",28
"021973",7.5
"021975",98
"021982",56
"021986",14
"021990",120
"021993",98
"021999",100
"022001",120
"022003",28
"022007",20
"022010",28
"022013",120
"022021",10
"022023",14
"022034",98
"022045",30
"022051",20
"022055",28
"022068",10
"022089",3
"022091",50
"022094",100
"022096",100
"022102",84
"022108",84
"022110",100
"022113",28
"022117",100
"022119",5
"022124",98
"022132",98
"022135",28
"022150",30
"022157",28
"022159",98
"022168",98
"022170",100
"022171",28
"022174",28
"022175",98
"022179",100
"022181",98
"022185",28
"022190",100
"022191",30
"022193",2.5
"022197",98
"022203",98
"022205",30
"022208",28
"022212",28
"022213",100
"022222",180
"022225",100
"022227",30
"022233",100
"022235",10
"022240",28
"022241",98
"022246",30
"022247",100
"022250",1
"022255",100
"022260",30
"022266",10
"022271",100
"022279",30
"022288",100
"022307",50
"022310",30
"022312",100
"022318",50
"022321",100
"022323",100
"022324",50
"022328",100
"022353",5
"022357",100
"022365",6
"022375",5
"022376",28
"022378",100
"022389",5
"022398",98
"022411",5
"022440",30
"022447",10
"022451",100
"022460",98
"022478",2
"022480",98
"022500",500
"022508",63
"022509",100
"022517",50
"022519",126
"022524",12
"022532",28
"022546",7.5
"022558",1
"022565",98
"022587",56
"022596",3
"022611",14
"022616",60
"022673",5
"022708",98
"022719",126
"022733",63
"022739",100
"022755",56
"022756",20
"022783",10
"022786",98
"022794",28
"022797",98
"022805",98
"022814",10
"022815",10
"022816",14
"022827",28
"022831",10
"022842",50
"022848",15
"022851",90
"022853",50
"022856",50
"022859",10
"022863",100
"022864",100
"022875",100
"022891",90
"022892",56
"022899",1
"022902",90
"022903",98
"022924",90
"022933",56
"022934",30
"022939",120
"022955",14
"022966",28
"022970",5
"022973",28
"022977",98
"022995",98
"023001",56
"023002",28
"023028",98
"023036",100
"023037",56
"023046",98
"023047",28
"023048",56
"023056",98
"023057",56
"023058",30
"023063",30
"023066",90
"023069",30
"023074",30
"023080",90
"023088",90
"023102",30
"023103",60
"023114",30
"023119",30
"023124",98
"023125",60
"023131",30
"023146",28
"023154",100
"023162",100
"023173",100
"023187",100
"023193",98
"023240",1
"023245",50
"023251",1
"023257",30
"023265",90
"023268",100
"023279",30
"023283",10
"023290",100
"023303",100
"023314",30
"023322",100
"023346",4
"023347",100
"023357",6
"023366",28
"023367",100
"023368",2
"023377",20
"023379",3
"023380",50
"023383",30
"023387",30
"023391",100
"023392",30
"023397",100
"023398",100
"023401",14
"023402",100
"023403",100
"023405",50
"023409",20
"023410",30
"023412",30
"023414",1
"023419",1
"023420",100
"023425",1
"023428",100
"023434",100
"023438",20
"023441",1
"023443",100
"023447",1
"023450",14
"023452",1
"023454",100
"023460",30
"023463",1
"023465",30
"023472",14
"023477",100
"023480",1
"023488",28
"023499",20
"023513",1
"023521",100
"023531",100
"023538",100
"023542",100
"023557",98
"023563",5
"023586",98
"023591",28
"023593",28
"023605",98
"023608",6
"023611",30
"023614",14
"023616",28
"023622",56
"023627",98
"023633",30
"023634",14
"023635",120
"023639",10
"023641",100
"023649",100
"023650",30
"023659",14
"023661",100
"023665",10
"023674",30
"023676",20
"023681",28
"023682",5
"023683",30
"023685",100
"023688",28
"023695",28
"023697",1
"023698",10
"023703",100
"023708",120
"023709",20
"023710",30
"023716",30
"023723",28
"023726",30
"023728",98
"023738",100
"023742",20
"023745",6
"023761",28
"023766",32
"023772",14
"023796",25
"023797",4
"023819",63
"023820",28
"023842",20
"023847",100
"023859",30
"023886",30
"023897",100
"023901",30
"023927",14
"023932",100
"023938",28
"023943",20
"023949",98
"023959",100
"023960",98
"023962",14
"023968",90
"023971",28
"023981",100
"023982",56
"023987",10
"023993",98
"023998",10
"024002",28
"024003",100
"024018",100
"024024",10
"024027",100
"024035",100
"024056",5
"024068",112
"024077",30
"024095",90
"024105",14
"024107",98
"024112",5
"024113",30
"024116",28
"024143",100
"024146",100
"024152",98
"024153",30
"024154",30
"024156",98
"024162",100
"024164",100
"024166",1
"024168",100
"024171",240
"024173",30
"024186",2
"024190",4
"024197",2
"024216",8
"024220",30
"024227",30
"024236",60
"024237",98
"024243",100
"024248",98
"024255",30
"024261",28
"024263",90
"024266",100
"024269",100
"024276",100
"024278",30
"024288",300
"024289",14
"024307",4
"024310",28
"024315",84
"024321",98
"024322",5
"024329",100
"024333",98
"024334",30
"024341",20
"024344",28
"024346",28
"024351",10
"024353",7
"024365",30
"024366",100
"024367",100
"024373",30
"024380",30
"024406",100
"024426",28
"024427",100
"024430",100
"024437",98
"024438",100
"024455",250
"024456",50
"024471",100
"024485",30
"024518",100
"024521",100
"024524",50
"024529",30
"024547",30
"024556",0.6
"024558",112
"024561",28
"024569",112
"024570",30
"024580",100
"024590",100
"024593",30
"024596",100
"024612",30
"024646",20
"024653",100
"024690",30
"024693",20
"024695",250
"024697",30
"024706",100
"024708",100
"024714",100
"024717",70
"024718",30
"024726",100
"024729",12
"024740",30
"024748",100
"024756",28
"024779",98
"024787",98
"024790",28
"024794",13
"024801",56
"024802",100
"024814",98
"024817",100
"024823",28
"024831",14
"024834",98
"024835",200
"024837",100
"024838",30
"024842",90
"024845",28
"024847",100
"024849",30
"024852",30
"024855",90
"024856",98
"024857",200
"024858",98
"024863",90
"024866",90
"024868",540
"024871",90
"024872",10
"024879",540
"024882",100
"024889",28
"024892",20
"024896",100
"024900",98
"024901",100
"024903",60
"024908",56
"024919",30
"024922",90
"024935",1
"024947",60
"024954",28
"024957",100
"024958",60
"024963",60
"024977",30
"024982",28
"025013",100
"025022",10
"025024",100
"025044",6
"025050",14
"025056",5
"025070",10
"025072",4
"025095",28
"025102",30
"025104",1
"025109",200
"025120",200
